MCS,CtlrRate,Mean_Goodput(Mbps),Distance(m),ChannelWidth(Hz),GI(ns),SimulationTime(s),Seed
7,OfdmRate54Mbps,285.708,3,80,800,30,6
8,OfdmRate54Mbps,331.06,3,80,800,30,6
9,OfdmRate54Mbps,361.423,3,80,800,30,6
10,OfdmRate54Mbps,397.924,3,80,800,30,6
11,OfdmRate54Mbps,431.843,3,80,800,30,6
12,OfdmRate54Mbps,459.838,3,80,800,30,6
13,OfdmRate54Mbps,498.64,3,80,800,30,6
0,OfdmRate6Mbps,62.1151,3,160,800,30,6
1,OfdmRate12Mbps,123.457,3,160,800,30,6
2,OfdmRate18Mbps,178.251,3,160,800,30,6
3,OfdmRate24Mbps,234.665,3,160,800,30,6
4,OfdmRate36Mbps,331.06,3,160,800,30,6
5,OfdmRate48Mbps,416.626,3,160,800,30,6
6,OfdmRate54Mbps,459.838,3,160,800,30,6
7,OfdmRate54Mbps,498.64,3,160,800,30,6
8,OfdmRate54Mbps,561.851,3,160,800,30,6
9,OfdmRate54Mbps,610.186,3,160,800,30,6
10,OfdmRate54Mbps,655.29,3,160,800,30,6
11,OfdmRate54Mbps,707.598,3,160,800,30,6
12,OfdmRate54Mbps,737.016,3,160,800,30,6
13,OfdmRate54Mbps,786.043,3,160,800,30,6
0,OfdmRate6Mbps,6.3026,3,20,3200,30,6
1,OfdmRate12Mbps,12.8422,3,20,3200,30,6
2,OfdmRate18Mbps,19.2915,3,20,3200,30,6
3,OfdmRate24Mbps,25.9832,3,20,3200,30,6
4,OfdmRate36Mbps,38.9236,3,20,3200,30,6
5,OfdmRate48Mbps,51.9359,3,20,3200,30,6
6,OfdmRate54Mbps,58.3753,3,20,3200,30,6
7,OfdmRate54Mbps,64.9883,3,20,3200,30,6
8,OfdmRate54Mbps,77.9622,3,20,3200,30,6
9,OfdmRate54Mbps,86.5134,3,20,3200,30,6
10,OfdmRate54Mbps,96.7962,3,20,3200,30,6
11,OfdmRate54Mbps,106.737,3,20,3200,30,6
12,OfdmRate54Mbps,114.867,3,20,3200,30,6
13,OfdmRate54Mbps,126.966,3,20,3200,30,6
0,OfdmRate6Mbps,12.5895,3,40,3200,30,6
1,OfdmRate12Mbps,25.7409,3,40,3200,30,6
2,OfdmRate18Mbps,38.5641,3,40,3200,30,6
3,OfdmRate24Mbps,51.9359,3,40,3200,30,6
4,OfdmRate36Mbps,77.9622,3,40,3200,30,6
5,OfdmRate48Mbps,102.732,3,40,3200,30,6
6,OfdmRate54Mbps,114.867,3,40,3200,30,6
7,OfdmRate54Mbps,126.966,3,40,3200,30,6
8,OfdmRate54Mbps,150.411,3,40,3200,30,6
9,OfdmRate54Mbps,165.254,3,40,3200,30,6
10,OfdmRate54Mbps,184.468,3,40,3200,30,6
11,OfdmRate54Mbps,201.758,3,40,3200,30,6
12,OfdmRate54Mbps,216.231,3,40,3200,30,6
13,OfdmRate54Mbps,238.467,3,40,3200,30,6
0,OfdmRate6Mbps,26.3904,3,80,3200,30,6
1,OfdmRate12Mbps,53.7439,3,80,3200,30,6
2,OfdmRate18Mbps,80.7174,3,80,3200,30,6
3,OfdmRate24Mbps,107.495,3,80,3200,30,6
4,OfdmRate36Mbps,156.665,3,80,3200,30,6
5,OfdmRate48Mbps,203.116,3,80,3200,30,6
6,OfdmRate54Mbps,225.955,3,80,3200,30,6
7,OfdmRate54Mbps,248.289,3,80,3200,30,6
8,OfdmRate54Mbps,288.714,3,80,3200,30,6
9,OfdmRate54Mbps,315.958,3,80,3200,30,6
10,OfdmRate54Mbps,348.872,3,80,3200,30,6
11,OfdmRate54Mbps,379.631,3,80,3200,30,6
12,OfdmRate54Mbps,405.138,3,80,3200,30,6
13,OfdmRate54Mbps,440.684,3,80,3200,30,6
0,OfdmRate6Mbps,52.7373,3,160,3200,30,6
1,OfdmRate12Mbps,106.17,3,160,3200,30,6
2,OfdmRate18Mbps,154.058,3,160,3200,30,6
3,OfdmRate24Mbps,203.116,3,160,3200,30,6
4,OfdmRate36Mbps,288.714,3,160,3200,30,6
5,OfdmRate48Mbps,365.809,3,160,3200,30,6
6,OfdmRate54Mbps,405.138,3,160,3200,30,6
7,OfdmRate54Mbps,440.684,3,160,3200,30,6
8,OfdmRate54Mbps,499.05,3,160,3200,30,6
9,OfdmRate54Mbps,544.094,3,160,3200,30,6
10,OfdmRate54Mbps,586.436,3,160,3200,30,6
11,OfdmRate54Mbps,635.939,3,160,3200,30,6
12,OfdmRate54Mbps,663.943,3,160,3200,30,6
13,OfdmRate54Mbps,710.937,3,160,3200,30,6
